ID,Comment,Sentiment
5259,Ky vendim është i drejtë dhe i mençur.,1
5260,"Këtë muaj, ngjarja ishte e organizuar shumë mirë.",1
5261,Ky institucion ka humbur besueshmërinë.,0
5262,Ekipi tregoi profesionalizëm të lartë.,1
5263,"Duket se, raporti përfshin të dhëna nga burime të ndryshme.",0/1
5264,"Nga përvoja ime, infrastruktura është në gjendje të mjerueshme.",0
5265,Materiali është i cilësisë së lartë.,1
5266,Cilësia ishte shumë nën pritjet e mia.,0
5267,"Vitin e kaluar, kurrë më nuk do të blej nga ky dyqan.",0
5268,Aktiviteti ishte i dobishëm dhe argëtues.,1
5269,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
5270,Produkti nuk përputhej me përshkrimin.,0
5271,"Vitin e kaluar, shërbimi plotëson kërkesat minimale.",0/1
5272,Ngjarja la kujtime të paharrueshme.,1
5273,Situata mbetet e njëjtë si javën e kaluar.,0/1
5274,Nuk ka ndryshime të mëdha të raportuara.,0/1
5275,Studimi tregon rezultate të ndryshme.,0/1
5276,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
5277,Shkeljet e rregullave janë të shumta.,0
5278,"Besoj se, rekomandoj fuqishëm këtë dyqan.",1
5279,Festivali solli gëzim për të gjithë.,1
5280,Aktiviteti u realizua si i planifikuar.,0/1
5281,Kjo kompani meriton gjithë lavdërimet.,1
5282,Infrastruktura është në gjendje të mjerueshme.,0
5283,"Javën e kaluar, takimi solli pikëpamje të ndryshme.",0/1
5284,Ekipi i mbështetjes ishte shumë ndihmues.,1
5285,Studimi tregon rezultate të ndryshme.,0/1
5286,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
5287,Puna e tyre ka lënë gjurmë pozitive.,1
5288,"Këtë muaj, ky lajm më bëri të ndihem mirë.",1
5289,Jam i mahnitur me shpejtësinë e dorëzimit.,1
5290,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
5291,"Këtë muaj, funksionet janë saktësisht ato që kishim nevojë.",1
5292,Humbja e parave ishte e pafalshme.,0
5293,Ky produkt ka ndryshuar jetën time përditë.,1
5294,Ky vend është i mrekullueshëm për pushime.,1
5295,"Besoj se, dizajni është elegant dhe modern.",1
5296,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
5297,Pritet një vendim zyrtar brenda javëve.,0/1
5298,"Sot, shërbimi tejkaloi të gjitha pritshmëritë e mia.",1
5299,Ngjarja la kujtime të paharrueshme.,1
5300,Skandali ka dëmtuar imazhin e kompanisë.,0
5301,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
5302,Informacioni ishte i vjetëruar dhe i rremë.,0
5303,Cilësia ishte shumë nën pritjet e mia.,0
5304,"Nga përvoja ime, do ta rekomandoj tek të gjithë miqtë e mi.",1
5305,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
5306,Produkti nuk përputhej me përshkrimin.,0
5307,Kthimi i produktit u bë pa asnjë problem.,1
5308,"Besoj se, dizajni është elegant dhe modern.",1
5309,"Javën e kaluar, ngjarjen nuk e organizuan siç duhet.",0
5310,Produkti ishte i falsifikuar dhe i rrezikshëm.,0
5311,"Javën e kaluar, përvojë shumë pozitive, do të kthehem.",1
5312,Shërbimi plotëson kërkesat minimale.,0/1
5313,Libri është ndër më të mirët që kam lexuar.,1
5314,Shumë i kënaqur me porosinë time.,1
5315,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5316,Dëmtimi i imazhit është i rëndë.,0
5317,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
5318,Rezultatet ishin shumë nën pritshmëritë.,0
5319,Artikulli ishte i shkruar mirë dhe qartë.,1
5320,"Sipas raporteve, shërbimi plotëson kërkesat minimale.",0/1
5321,Gazetaria e keqe dëmton shoqërinë.,0
5322,Kjo situatë është jashtëzakonisht e rëndë.,0
5323,Ky raportim është skandaloz.,0
5324,"Javën e kaluar, procesi po vazhdon sipas planit.",0/1
5325,Kjo situatë është jashtëzakonisht e rëndë.,0
5326,Cilësia korrespondon me çmimin e paguar.,0/1
5327,Paketa ishte e dëmtuar kur arriti.,0
5328,"Javën e kaluar, shërbimi i klientit u përgjigj menjëherë.",1
5329,Libri është ndër më të mirët që kam lexuar.,1
5330,"Nga ajo çfarë pashë, kuzhinieri ka talent të jashtëzakonshëm.",1
5331,Aktiviteti u realizua si i planifikuar.,0/1
5332,Punonjësit nuk janë të trajnuar mirë.,0
5333,"Siç duket, opinionet e njerëzve ndahen rreth kësaj çështjeje.",0/1
5334,Cilësia e produktit është e shkëlqyer.,1
5335,Projekti ka sjellë ndryshime pozitive.,1
5336,Produkti i kryen funksionet bazë të pritshme.,0/1
5337,Ky raportim është skandaloz.,0
5338,"Nga përvoja ime, kjo praktikë është e papranueshme.",0
5339,"Vitin e kaluar, do ta rekomandoj tek të gjithë miqtë e mi.",1
5340,Shumë i lumtur me zgjedhjen time.,1
5341,E bleva dhe do ta vlerësoj me kalimin e kohës.,0/1
5342,"Nga ajo çfarë pashë, problemi vazhdon pa u zgjidhur.",0
5343,Raporti përfshin të dhëna nga burime të ndryshme.,0/1
5344,"Vitin e kaluar, ky produkt ka ndryshuar jetën time përditë.",1
5345,Produkti arriti saktësisht siç u përshkrua.,1
5346,Jam shumë i kënaqur me blerjen time.,1
5347,Punonjësit nuk janë të trajnuar mirë.,0
5348,Kjo praktikë është e papranueshme.,0
5349,Mësimi ishte shumë frytdhënës.,1
5350,Shumë faleminderit për informacionin e vlefshëm.,1
5351,Shërbimi ndaj klientit ishte i jashtëzakonshëm.,1
5352,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5353,"Siç duket, progresi i arritur është vërtet i jashtëzakonshëm.",1
5354,"Dje, problemi vazhdon pa u zgjidhur.",0
5355,E bleva dhe nuk pendohem aspak.,1
5356,Ka argumente nga të dyja anët e çështjes.,0/1
5357,"Shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
5358,Artikulli kishte shumë gabime faktike.,0
5359,Ngjarjen nuk e organizuan siç duhet.,0
5360,Informacioni ishte i saktë dhe i besueshëm.,1
5361,"Nga përvoja ime, dëmtimi i imazhit është i rëndë.",0
5362,Produkti ka disa aspekte pozitive dhe negative.,0/1
5363,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
5364,Kurrë më nuk do të blej nga ky dyqan.,0
5365,"Javën e kaluar, ky produkt është investimi më i mirë që kam bërë.",1
5366,"Dje, u ndjeva i mashtruar nga ky shërbim.",0
5367,Çështja është komplekse dhe kërkon analizë të mëtejshme.,0/1
5368,"Nga përvoja ime, faqja e internetit kishte shumë probleme teknike.",0
5369,"Siç duket, kurrë më nuk do të blej nga ky dyqan.",0
5370,Produkti është saktësisht siç duket në foto.,1
5371,Dorëzimi ishte i shpejtë dhe i sigurt.,1
5372,Vendimi solli pasoja negative për të gjithë.,0
5373,Ky vendim ka efekte pozitive dhe negative.,0/1
5374,"Nga përvoja ime, kjo situatë është jashtëzakonisht e rëndë.",0
5375,Trajnimi i ndihmoi shumë punonjësit.,1
5376,Informacioni ishte i vjetëruar dhe i rremë.,0
5377,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
5378,"Dje, kjo politikë do të ndihmojë shumë njerëz.",1
5379,Ky produkt është investimi më i mirë që kam bërë.,1
5380,Festivali solli gëzim për të gjithë.,1
5381,Problemi vazhdon pa u zgjidhur.,0
5382,Kjo politikë do të ndihmojë shumë njerëz.,1
5383,Gazetari ka bërë punë të shkëlqyer.,1
5384,Ekspozita ishte shumë edukuese.,1
5385,Kam blerë produktin dhe po e vlerësoj akoma.,0/1
5386,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
5387,"Besoj se, ekspozita ishte shumë edukuese.",1
5388,Dorëzimi u vonua shumë pa arsye.,0
5389,"Kohët e fundit, përvojë shumë pozitive, do të kthehem.",1
5390,Filmi ishte emocionues dhe interesant.,1
5391,Garancia nuk u respektua fare.,0
5392,Projekti ka përparuar por ka ende sfida.,0/1
5393,Paketa ishte e kujdesshme dhe e sigurt.,1
5394,"Sipas raporteve, stafi ishte i pasjellshëm dhe i pakujdesshëm.",0
5395,"Nga përvoja ime, studimi tregon rezultate të ndryshme.",0/1
5396,Ky lajm më bëri të ndihem mirë.,1
5397,Rekomandoj fuqishëm këtë dyqan.,1
5398,Faqja e internetit është e lehtë për t'u përdorur.,1
5399,"Shërbimi ishte mesatar, jo shumë i mirë dhe jo i keq.",0/1
5400,Kjo politikë do të ndihmojë shumë njerëz.,1
5401,Cilësia korrespondon me çmimin e paguar.,0/1
5402,E bleva dhe nuk pendohem aspak.,1
5403,"Besoj se, shërbimi ishte shumë i dobët dhe i pakujdesshëm.",0
5404,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5405,Libri është ndër më të mirët që kam lexuar.,1
5406,Performanca është e shkëlqyer edhe pas muajsh.,1
5407,Shkeljet e rregullave janë të shumta.,0
5408,Diskutimi ishte i hapur pa një konkluzion të qartë.,0/1
5409,Ekspozita ishte shumë edukuese.,1
5410,Informacioni ishte i vjetëruar dhe i rremë.,0
5411,"Duket se, cilësia tejkalon çmimin e paguar.",1
5412,"Sot, produkti është i bukur dhe funksional.",1
5413,Problemi nuk u zgjidh as pas javësh.,0
5414,"Duket se, cilësia e produktit ishte shumë e ulët.",0
5415,Ekspertët kanë mendime të ndryshme mbi temën.,0/1
5416,Jam absolutisht i entuziazmuar me rezultatin.,1
5417,"Nga ajo çfarë pashë, produkti i kryen funksionet bazë të pritshme.",0/1
5418,Stafi ishte shumë miqësor dhe profesional.,1
5419,Ky institucion ka humbur besueshmërinë.,0
5420,Çmimi është shumë i arsyeshëm për cilësinë.,1
5421,Festivali solli gëzim për të gjithë.,1
5422,Gazetaria e keqe dëmton shoqërinë.,0
5423,"Sipas raporteve, cilësia tejkalon çmimin e paguar.",1
5424,"Sot, bashkëpunimi ishte shumë i vështirë.",0
5425,Kjo ngjarje ka lënë pasoja të rënda.,0
5426,Vendimi ishte i gabuar dhe i dëmshëm.,0
5427,"Besoj se, jam absolutisht i entuziazmuar me rezultatin.",1
5428,Cilësia e produktit është e shkëlqyer.,1
5429,Restoranti ka atmosferë shumë të këndshme.,1
5430,Shkeljet e rregullave janë të shumta.,0
5431,Ky problem nuk është adresuar fare.,0
5432,"Shërbimi ishte fantastik, do të kthehem përsëri!",1
5433,Ky vendim ka efekte pozitive dhe negative.,0/1
5434,Klienti u trajtua me respekt dhe kujdes.,1
5435,Informacioni i disponueshëm është i kufizuar.,0/1
5436,Filmi ishte emocionues dhe interesant.,1
5437,Faqja e internetit kishte shumë probleme teknike.,0
5438,"Kohët e fundit, cilësia e produktit ishte shumë e ulët.",0
5439,"Vitin e kaluar, kjo kompani meriton gjithë lavdërimet.",1
5440,Stafi ishte i pasjellshëm dhe i pakujdesshëm.,0
5441,U zhgënjeva shumë me blerjen time.,0
5442,"Kohët e fundit, punonjësit nuk janë të trajnuar mirë.",0
5443,Bashkëpunimi ishte shumë produktiv.,1
5444,Shërbimi i klientit nuk u përgjigj fare.,0
5445,Njerëzit po vuajnë nga kjo politikë.,0
5446,Do ta rekomandoj tek të gjithë miqtë e mi.,1
5447,Projekti ka sjellë ndryshime pozitive.,1
5448,Situata është alarmante dhe shqetësuese.,0
5449,Problem i njëjtë tashmë herën e tretë.,0
5450,Ushqimi ishte i shijshëm dhe i freskët.,1
5451,"Nga përvoja ime, shërbimi i klientit nuk u përgjigj fare.",0
5452,Problemi nuk u zgjidh as pas javësh.,0
5453,"Siç duket, ky vendim është i drejtë dhe i mençur.",1
5454,Artikulli jep informacion bazik pa thellim.,0/1
5455,Produkti arriti saktësisht siç u përshkrua.,1
5456,"Javën e kaluar, gjendja po përkeqësohet dita-ditës.",0
5457,"Besoj se, skandali ka dëmtuar besimin e publikut.",0
5458,Dëmtimi i imazhit është i rëndë.,0
5459,U ndjeva i mashtruar nga ky shërbim.,0
5460,"Kohët e fundit, produkti nuk funksionoi siç duhet.",0
5461,Produkti është i bukur dhe funksional.,1
5462,"Sipas raporteve, mund të ketë prodhime që i pershtateshin me mire nevojes.",0/1
5463,"Përvojë shumë pozitive, do të kthehem.",1
5464,"Siç duket, artikulli kishte shumë gabime faktike.",0
5465,E bleva dhe nuk pendohem aspak.,1
5466,"Nga ajo çfarë pashë, menaxhimi i situatës ishte katastrofik.",0
5467,"Stafi ishte normal, as miqësor as i ftohtë.",0/1
5468,Dëmtimi i imazhit është i rëndë.,0
5469,Zhvillimet janë nën monitorim të vazhdueshëm.,0/1
5470,"Sipas raporteve, jam i mahnitur me shpejtësinë e dorëzimit.",1
5471,Komentët e qytetarëve janë të ndryshme.,0/1
5472,Nuk po shihet asnjë zgjidhje afër.,0
5473,Paketa ishte e dëmtuar kur arriti.,0
5474,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
5475,Ekipi i mbështetjes ishte shumë ndihmues.,1
5476,Situata mbetet e njëjtë si javën e kaluar.,0/1
5477,Projekti dështoi plotësisht.,0
5478,Asnjëherë nuk do ta blej sërish.,0
5479,"Duket se, komentët e qytetarëve janë të ndryshme.",0/1
5480,"Sipas raporteve, kuzhinieri ka talent të jashtëzakonshëm.",1
5481,Kthimi i produktit u bë pa asnjë problem.,1
5482,Gazetari ka bërë punë të shkëlqyer.,1
5483,"Mendoj se, jam absolutisht i entuziazmuar me rezultatin.",1
5484,Lajmi ishte i pasaktë dhe mashtrues.,0
5485,Njerëzit po vuajnë nga kjo politikë.,0
5486,Humbja e parave ishte e pafalshme.,0
5487,Punonjësit nuk janë të trajnuar mirë.,0
5488,Funksionet janë saktësisht ato që kishim nevojë.,1
5489,Jam shumë i kënaqur me blerjen time.,1
5490,Ekipi i mbështetjes ishte shumë ndihmues.,1
5491,"Siç duket, humbja e parave ishte e pafalshme.",0
5492,"Kohët e fundit, kjo nismë është e mrekullueshme për qytetin tonë.",1
5493,Ky vendim do të dëmtojë shumë njerëz.,0
5494,Cilësia tejkalon çmimin e paguar.,1
5495,"Mendoj se, jam i zemëruar me trajtimin që mora.",0
5496,Ekipi tregoi profesionalizëm të lartë.,1
5497,Trajnimi i ndihmoi shumë punonjësit.,1
5498,Bashkëpunimi ishte shumë produktiv.,1
5499,Njerëzit po vuajnë nga kjo politikë.,0
5500,Do ta rekomandoj tek të gjithë miqtë e mi.,1
5501,"Javën e kaluar, festivali solli gëzim për të gjithë.",1
5502,Filmi ishte emocionues dhe interesant.,1
5503,Shërbimi tejkaloi të gjitha pritshmëritë e mia.,1
5504,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
5505,Ky vendim do të dëmtojë shumë njerëz.,0
5506,"Sot, mbështetja teknike ishte e shpejtë dhe efektive.",1
5507,Mund të ketë prodhime që i pershtateshin me mire nevojes.,0/1
5508,Materiali është i cilësisë së lartë.,1
5509,Kjo praktikë është e papranueshme.,0
5510,Cilësia e produktit është e shkëlqyer.,1
5511,"Dje, progresi i arritur është vërtet i jashtëzakonshëm.",1
5512,Gjendja po përkeqësohet dita-ditës.,0
5513,Lajmi ishte i pasaktë dhe mashtrues.,0
5514,"Këtë muaj, ekspertët kanë mendime të ndryshme mbi temën.",0/1
5515,Nuk e meritoja këtë shërbim të keq.,0
5516,"Kohët e fundit, kjo nismë është e mrekullueshme për qytetin tonë.",1
5517,"Vitin e kaluar, ngjarja la kujtime të paharrueshme.",1
5518,Dorëzimi u vonua shumë pa arsye.,0
5519,Suksesi i tyre është i merituar plotësisht.,1
5520,"Dje, menaxhimi i situatës ishte katastrofik.",0
5521,Cilësia e produktit ishte shumë e ulët.,0
5522,"Nga përvoja ime, vendimi ishte i gabuar dhe i dëmshëm.",0
5523,Do ta rekomandoj tek të gjithë miqtë e mi.,1
5524,Shërbimi i klientit nuk u përgjigj fare.,0
5525,Bashkëpunimi ishte shumë produktiv.,1
5526,Drejtimi i çështjes ishte skandaloz.,0
5527,Shërbimi ishte shumë i dobët dhe i pakujdesshëm.,0
5528,"Dje, procesi i kthimit ishte shumë i komplikuar.",0
5529,Nuk e meritoja këtë shërbim të keq.,0
5530,Opinionet e njerëzve ndahen rreth kësaj çështjeje.,0/1
5531,Jam i zemëruar me trajtimin që mora.,0
5532,Komentët e qytetarëve janë të ndryshme.,0/1
5533,Gjendja po përkeqësohet dita-ditës.,0
5534,Kjo praktikë është e papranueshme.,0
5535,Ky shërbim publik ka dështuar plotësisht.,0
5536,Procesi po vazhdon sipas planit.,0/1
5537,Ndërtesa e re është e bukur dhe funksionale.,1
5538,Ekipi i mbështetjes ishte shumë ndihmues.,1
5539,"Mendoj se, ky raportim është skandaloz.",0
5540,"Siç duket, ky institucion ka humbur besueshmërinë.",0
5541,Çmimi është i pranueshëm por mund të ishte më i mirë.,0/1
5542,Faqja e internetit është e lehtë për t'u përdorur.,1
5543,Projekti dështoi plotësisht.,0
5544,"Vitin e kaluar, jam i zemëruar me trajtimin që mora.",0
5545,"Nga përvoja ime, produkti është saktësisht siç duket në foto.",1
5546,Mësimi ishte shumë frytdhënës.,1
5547,"Nga përvoja ime, shërbimi ishte fantastik, do të kthehem përsëri!",1
5548,Situata është alarmante dhe shqetësuese.,0
5549,"Kohët e fundit, projekti ka sjellë ndryshime pozitive.",1
5550,Çështja është nën shqyrtim dhe do të vendoset.,0/1
5551,Produkti është i bukur dhe funksional.,1
5552,Ngjarja ishte e organizuar shumë mirë.,1
5553,Stafi ishte shumë miqësor dhe profesional.,1
5554,Procesi po vazhdon sipas planit.,0/1
5555,Klienti u trajtua me respekt dhe kujdes.,1
5556,Ka argumente nga të dyja anët e çështjes.,0/1
5557,Procesi po vazhdon sipas planit.,0/1
5558,Mbështetja teknike ishte e shpejtë dhe efektive.,1
5559,"Duket se, produkti është saktësisht siç duket në foto.",1
5560,Jam absolutisht i entuziazmuar me rezultatin.,1
5561,Ky raportim është skandaloz.,0
5562,"Siç duket, ky vendim është i drejtë dhe i mençur.",1
5563,"Sot, ngjarjen nuk e organizuan siç duhet.",0
5564,"Javën e kaluar, kjo kompani meriton gjithë lavdërimet.",1
5565,Materiali është i cilësisë së lartë.,1
5566,Pritet një vendim zyrtar brenda javëve.,0/1
5567,Shërbimi plotëson kërkesat minimale.,0/1
5568,Ndërtesa e re është e bukur dhe funksionale.,1
5569,"Kohët e fundit, cilësia tejkalon çmimin e paguar.",1
5570,"Nga ajo çfarë pashë, ishte humbje e parave dhe kohës.",0
5571,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
5572,Garancia nuk u respektua fare.,0
5573,"Sipas raporteve, restoranti ka atmosferë shumë të këndshme.",1
5574,Jam i zemëruar me trajtimin që mora.,0
5575,"Dje, stafi nuk dinte asgjë rreth produktit.",0
5576,Filmi ishte emocionues dhe interesant.,1
5577,Produkti nuk funksionoi siç duhet.,0
5578,Shumë i kënaqur me porosinë time.,1
5579,Bashkëpunimi ishte shumë produktiv.,1
5580,"Besoj se, humbja e parave ishte e pafalshme.",0
5581,"Nga ajo çfarë pashë, rekomandoj fuqishëm këtë dyqan.",1
5582,Funksionet janë saktësisht ato që kishim nevojë.,1
5583,Garancia nuk u respektua fare.,0
5584,Punonjësit nuk janë të trajnuar mirë.,0
5585,Lajmi raporton ngjarjen pa koment.,0/1
5586,"Javën e kaluar, ngjarja la kujtime të paharrueshme.",1
5587,Ky lajm më bëri të ndihem mirë.,1
5588,Palët e ndryshme kanë qëndrime të ndryshme.,0/1
5589,"Mendoj se, aktiviteti u realizua si i planifikuar.",0/1
5590,Ngjarjet janë zhvilluar normalisht pa incidente.,0/1
5591,Shumë i lumtur me zgjedhjen time.,1
5592,Informacioni ishte i saktë dhe i besueshëm.,1
5593,Shumë i kënaqur me porosinë time.,1
5594,Çmimi ishte i drejtë dhe transparent.,1
5595,Informacioni i dhënë ishte i pasaktë.,0
5596,Do të kërkoj rimbursim për këtë produkt.,0
5597,Informacioni i disponueshëm është i kufizuar.,0/1
5598,Ky vendim është i drejtë dhe i mençur.,1
5599,Artikulli kishte shumë gabime faktike.,0
5600,Restoranti ka atmosferë shumë të këndshme.,1
5601,Paketa ishte e kujdesshme dhe e sigurt.,1
5602,Stafi ishte shumë miqësor dhe profesional.,1
5603,Do ta rekomandoj tek të gjithë miqtë e mi.,1
5604,Kjo nismë është e mrekullueshme për qytetin tonë.,1
